Customer ID,Recency,Frequency,Monetary,RScore,FScore,MScore,RFMScore,RFMTotal,Cluster,Segment
13758.0,2,10,6226.43,4,4,4,444,12,0,High Value
13760.0,40,3,1076.85,3,3,3,333,9,0,High Value
13761.0,138,4,881.52,1,3,3,133,7,0,High Value
13762.0,229,4,2165.76,1,3,4,134,8,2,At Risk
13763.0,53,2,3502.48,3,2,4,324,9,0,High Value
13764.0,205,3,1431.5,1,3,3,133,7,2,At Risk
13765.0,289,1,352.821,1,1,2,112,4,2,At Risk
13766.0,131,1,190.35,2,1,1,211,4,0,High Value
13767.0,5,39,18320.170000000002,4,4,4,444,12,3,Low Value
13768.0,362,2,875.97,1,2,3,123,6,2,At Risk
13769.0,3,11,3003.9100000000003,4,4,4,444,12,0,High Value
13770.0,58,4,785.37,2,3,3,233,8,0,High Value
13771.0,169,5,3094.37,1,3,4,134,8,2,At Risk
13772.0,36,5,1982.09,3,3,4,334,10,0,High Value
13773.0,32,2,301.54,3,2,1,321,6,0,High Value
13775.0,226,1,1049.66,1,1,3,113,5,2,At Risk
13776.0,64,2,623.98,2,2,2,222,6,0,High Value
13777.0,2,37,30501.260000000002,4,4,4,444,12,3,Low Value
13778.0,127,3,945.79,2,3,3,233,8,0,High Value
13779.0,151,1,161.13,1,1,1,111,3,2,At Risk
13780.0,43,1,375.81,3,1,2,312,6,0,High Value
13781.0,228,2,650.99,1,2,2,122,5,2,At Risk
13782.0,89,7,881.72,2,4,3,243,9,0,High Value
13783.0,123,4,1542.09,2,3,3,233,8,0,High Value
13784.0,70,3,447.44,2,3,2,232,7,0,High Value
13785.0,64,4,542.49,2,3,2,232,7,0,High Value
13786.0,3,6,3128.54,4,4,4,444,12,0,High Value
13787.0,94,4,913.46,2,3,3,233,8,0,High Value
13788.0,141,1,3.75,1,1,1,111,3,2,At Risk
13789.0,24,1,239.45999999999998,3,1,1,311,5,0,High Value
13792.0,58,1,188.4,2,1,1,211,4,0,High Value
13793.0,282,1,96.0,1,1,1,111,3,2,At Risk
13794.0,182,1,126.03,1,1,1,111,3,2,At Risk
13795.0,24,4,836.3,3,3,3,333,9,0,High Value
13796.0,135,1,289.7,2,1,1,211,4,0,High Value
13797.0,72,3,1179.45,2,3,3,233,8,0,High Value
13798.0,8,54,38683.02,4,4,4,444,12,3,Low Value
13799.0,80,7,2114.71,2,4,4,244,10,0,High Value
13800.0,66,2,1121.24,2,2,3,223,7,0,High Value
13802.0,10,16,21659.69,4,4,4,444,12,0,High Value
13803.0,67,2,1061.84,2,2,3,223,7,0,High Value
13804.0,71,2,572.73,2,2,2,222,6,0,High Value
13807.0,3,3,422.2,4,3,2,432,9,0,High Value
13809.0,30,2,524.65,3,2,2,322,7,0,High Value
13813.0,163,4,1398.61,1,3,3,133,7,2,At Risk
13814.0,163,1,678.2,1,1,2,112,4,2,At Risk
13815.0,42,4,3448.38,3,3,4,334,10,0,High Value
13818.0,65,1,61.28,2,1,1,211,4,0,High Value
13819.0,305,3,1502.0,1,3,3,133,7,2,At Risk
13820.0,54,3,660.65,2,3,2,232,7,0,High Value
13821.0,29,4,1025.09,3,3,3,333,9,0,High Value
13823.0,16,5,2445.79,4,3,4,434,11,0,High Value
13824.0,15,7,1615.82,4,4,3,443,11,0,High Value
13825.0,257,2,255.59,1,2,1,121,4,2,At Risk
13829.0,57,1,102.0,2,1,1,211,4,0,High Value
13830.0,217,1,156.85000000000002,1,1,1,111,3,2,At Risk
13831.0,5,13,4820.59,4,4,4,444,12,0,High Value
13832.0,58,1,561.49,2,1,2,212,5,0,High Value
13833.0,40,1,316.56,3,1,2,312,6,0,High Value
13834.0,212,2,324.19,1,2,2,122,5,2,At Risk
13835.0,155,3,260.7,1,3,1,131,5,2,At Risk
13836.0,35,2,620.37,3,2,2,322,7,0,High Value
13838.0,5,7,1274.3600000000001,4,4,3,443,11,0,High Value
13839.0,122,1,139.95000000000002,2,1,1,211,4,0,High Value
13840.0,52,1,651.4,3,1,2,312,6,0,High Value
13842.0,2,10,2244.29,4,4,4,444,12,0,High Value
13843.0,17,1,319.75,4,1,2,412,7,0,High Value
13846.0,35,1,442.73,3,1,2,312,6,0,High Value
13847.0,355,1,310.72,1,1,2,112,4,2,At Risk
13848.0,2,6,2080.0,4,4,4,444,12,0,High Value
13849.0,33,3,1931.35,3,3,4,334,10,0,High Value
13851.0,15,5,1955.0,4,3,4,434,11,0,High Value
13852.0,246,1,187.35000000000002,1,1,1,111,3,2,At Risk
13854.0,1,15,4144.44,4,4,4,444,12,0,High Value
13855.0,136,4,1310.3400000000001,2,3,3,233,8,0,High Value
13856.0,99,8,753.53,2,4,3,243,9,0,High Value
13857.0,29,6,1001.01,3,4,3,343,10,0,High Value
13859.0,165,1,314.7,1,1,2,112,4,2,At Risk
13861.0,65,2,273.26,2,2,1,221,5,0,High Value
13862.0,25,1,346.73,3,1,2,312,6,0,High Value
13863.0,101,3,933.77,2,3,3,233,8,0,High Value
13864.0,22,1,662.4000000000001,3,1,2,312,6,0,High Value
13869.0,17,6,5006.62,4,4,4,444,12,0,High Value
13870.0,23,7,2941.14,3,4,4,344,11,0,High Value
13871.0,64,4,1482.6,2,3,3,233,8,0,High Value
13872.0,163,3,919.57,1,3,3,133,7,2,At Risk
13873.0,19,5,649.32,3,3,2,332,8,0,High Value
13874.0,140,6,1508.7,1,4,3,143,8,0,High Value
13875.0,23,9,3027.58,3,4,4,344,11,0,High Value
13877.0,106,2,332.44,2,2,2,222,6,0,High Value
13878.0,183,3,1191.53,1,3,3,133,7,2,At Risk
13879.0,281,1,395.5,1,1,2,112,4,2,At Risk
13880.0,3,5,1171.89,4,3,3,433,10,0,High Value
13881.0,11,23,28019.58,4,4,4,444,12,0,High Value
13883.0,39,10,3885.54,3,4,4,344,11,0,High Value
13884.0,12,5,1100.88,4,3,3,433,10,0,High Value
13888.0,40,5,1563.42,3,3,3,333,9,0,High Value
13889.0,18,5,1574.3300000000002,4,3,3,433,10,0,High Value
13890.0,10,4,1043.57,4,3,3,433,10,0,High Value
13891.0,14,3,863.5600000000001,4,3,3,433,10,0,High Value
13892.0,113,2,634.68,2,2,2,222,6,0,High Value
13895.0,151,2,1415.45,1,2,3,123,6,2,At Risk
13896.0,261,1,388.55,1,1,2,112,4,2,At Risk
13897.0,74,2,849.56,2,2,3,223,7,0,High Value
13898.0,47,1,530.47,3,1,2,312,6,0,High Value
13900.0,25,3,869.64,3,3,3,333,9,0,High Value
13901.0,10,10,2809.14,4,4,4,444,12,0,High Value
13902.0,268,5,34095.26,1,3,4,134,8,2,At Risk
13903.0,36,1,165.45000000000002,3,1,1,311,5,0,High Value
13905.0,368,1,312.65,1,1,2,112,4,2,At Risk
13906.0,45,1,42.0,3,1,1,311,5,0,High Value
13907.0,327,1,136.8,1,1,1,111,3,2,At Risk
13909.0,59,2,286.6,2,2,1,221,5,0,High Value
13911.0,15,11,1654.08,4,4,3,443,11,0,High Value
13912.0,59,1,124.95,2,1,1,211,4,0,High Value
13913.0,142,1,42.22,1,1,1,111,3,2,At Risk
13915.0,30,1,70.80000000000001,3,1,1,311,5,0,High Value
13916.0,99,4,1275.81,2,3,3,233,8,0,High Value
13919.0,60,2,975.87,2,2,3,223,7,0,High Value
13920.0,67,4,1774.68,2,3,4,234,9,0,High Value
13921.0,38,4,730.7,3,3,3,333,9,0,High Value
13922.0,73,2,692.95,2,2,2,222,6,0,High Value
13927.0,73,1,359.27,2,1,2,212,5,0,High Value
13929.0,52,9,2651.45,3,4,4,344,11,0,High Value
13931.0,28,9,4019.85,3,4,4,344,11,0,High Value
13935.0,232,3,6116.92,1,3,4,134,8,2,At Risk
13936.0,18,2,563.08,4,2,2,422,8,0,High Value
13937.0,38,1,721.28,3,1,3,313,7,0,High Value
13939.0,67,4,992.41,2,3,3,233,8,0,High Value
13941.0,8,11,6009.34,4,4,4,444,12,0,High Value
13942.0,170,1,320.0,1,1,2,112,4,2,At Risk
13943.0,213,1,246.54,1,1,1,111,3,2,At Risk
13944.0,289,1,200.43,1,1,1,111,3,2,At Risk
13945.0,30,2,854.15,3,2,3,323,8,0,High Value
13946.0,12,3,1314.66,4,3,3,433,10,0,High Value
13948.0,47,3,446.76,3,3,2,332,8,0,High Value
13952.0,16,12,9572.45,4,4,4,444,12,0,High Value
13953.0,45,5,3125.0,3,3,4,334,10,0,High Value
13955.0,11,1,222.21,4,1,1,411,6,0,High Value
13957.0,53,3,458.25,3,3,2,332,8,0,High Value
13958.0,15,8,4709.2300000000005,4,4,4,444,12,0,High Value
13959.0,35,3,477.98,3,3,2,332,8,0,High Value
13961.0,28,1,538.4,3,1,2,312,6,0,High Value
13962.0,71,1,193.25,2,1,1,211,4,0,High Value
13963.0,3,14,2347.33,4,4,4,444,12,0,High Value
13964.0,23,2,438.9,3,2,2,322,7,0,High Value
13965.0,112,3,996.61,2,3,3,233,8,0,High Value
13966.0,71,1,390.86,2,1,2,212,5,0,High Value
13967.0,32,1,85.6,3,1,1,311,5,0,High Value
13968.0,59,1,123.66,2,1,1,211,4,0,High Value
13969.0,1,18,4311.93,4,4,4,444,12,0,High Value
13970.0,22,2,846.55,3,2,3,323,8,0,High Value
13971.0,59,6,1909.31,2,4,4,244,10,0,High Value
13974.0,218,1,264.13,1,1,1,111,3,2,At Risk
13975.0,29,6,2832.56,3,4,4,344,11,0,High Value
13976.0,142,3,834.38,1,3,3,133,7,0,High Value
13977.0,47,1,519.8100000000001,3,1,2,312,6,0,High Value
13979.0,29,6,2546.36,3,4,4,344,11,0,High Value
13980.0,75,4,599.78,2,3,2,232,7,0,High Value
13981.0,51,1,331.14,3,1,2,312,6,0,High Value
13982.0,1,6,2573.7799999999997,4,4,4,444,12,0,High Value
13983.0,2,10,4505.02,4,4,4,444,12,0,High Value
13984.0,2,8,1128.09,4,4,3,443,11,0,High Value
13985.0,10,7,2960.73,4,4,4,444,12,0,High Value
13987.0,15,2,682.54,4,2,2,422,8,0,High Value
13988.0,19,2,609.84,3,2,2,322,7,0,High Value
13989.0,100,3,759.98,2,3,3,233,8,0,High Value
13992.0,16,2,142.7,4,2,1,421,7,0,High Value
13993.0,15,10,3309.35,4,4,4,444,12,0,High Value
13995.0,15,9,2508.32,4,4,4,444,12,0,High Value
13996.0,22,2,895.76,3,2,3,323,8,0,High Value
13997.0,155,3,382.31,1,3,2,132,6,2,At Risk
13998.0,82,3,566.7,2,3,2,232,7,0,High Value
13999.0,10,17,5600.45,4,4,4,444,12,0,High Value
14000.0,50,4,1410.68,3,3,3,333,9,0,High Value
14001.0,9,7,2487.01,4,4,4,444,12,0,High Value
14003.0,368,1,209.41,1,1,1,111,3,2,At Risk
14004.0,29,4,1675.81,3,3,3,333,9,0,High Value
14006.0,164,4,1234.48,1,3,3,133,7,2,At Risk
14007.0,148,1,79.48,1,1,1,111,3,2,At Risk
14008.0,68,1,509.04,2,1,2,212,5,0,High Value
14009.0,98,1,404.3,2,1,2,212,5,0,High Value
14010.0,201,2,445.15,1,2,2,122,5,2,At Risk
14011.0,116,2,457.82,2,2,2,222,6,0,High Value
14013.0,16,2,611.5500000000001,4,2,2,422,8,0,High Value
14014.0,12,2,1443.03,4,2,3,423,9,0,High Value
14016.0,32,7,7062.2,3,4,4,344,11,0,High Value
14017.0,207,1,229.75,1,1,1,111,3,2,At Risk
14018.0,281,1,367.15000000000003,1,1,2,112,4,2,At Risk
14020.0,112,2,606.21,2,2,2,222,6,0,High Value
14021.0,10,4,1084.68,4,3,3,433,10,0,High Value
14022.0,122,1,352.15000000000003,2,1,2,212,5,0,High Value
14024.0,26,1,318.04,3,1,2,312,6,0,High Value
14025.0,100,8,4057.9,2,4,4,244,10,0,High Value
14026.0,106,2,713.11,2,2,3,223,7,0,High Value
14028.0,186,3,10396.5,1,3,4,134,8,2,At Risk
14030.0,2,14,5902.2,4,4,4,444,12,0,High Value
14031.0,1,27,23712.31,4,4,4,444,12,3,Low Value
14032.0,2,6,1874.68,4,4,4,444,12,0,High Value
14033.0,191,1,109.44,1,1,1,111,3,2,At Risk
14035.0,42,4,1428.7,3,3,3,333,9,0,High Value
14037.0,114,4,689.75,2,3,2,232,7,0,High Value
14038.0,33,2,1509.5,3,2,3,323,8,0,High Value
14039.0,211,1,115.08000000000001,1,1,1,111,3,2,At Risk
14040.0,22,23,9030.65,3,4,4,344,11,0,High Value
14042.0,361,1,431.98,1,1,2,112,4,2,At Risk
14043.0,127,2,304.25,2,2,1,221,5,0,High Value
14044.0,54,6,2470.28,2,4,4,244,10,0,High Value
14045.0,9,13,9653.279999999999,4,4,4,444,12,0,High Value
14047.0,8,10,2946.42,4,4,4,444,12,0,High Value
14048.0,18,2,338.76,4,2,2,422,8,0,High Value
14049.0,23,9,7557.3099999999995,3,4,4,344,11,0,High Value
14051.0,2,15,6823.610000000001,4,4,4,444,12,0,High Value
14052.0,26,1,255.45,3,1,1,311,5,0,High Value
14053.0,33,2,312.05,3,2,2,322,7,0,High Value
14055.0,213,2,795.3199999999999,1,2,3,123,6,2,At Risk
14057.0,17,5,2190.88,4,3,4,434,11,0,High Value
14058.0,98,2,469.19,2,2,2,222,6,0,High Value
14060.0,2,13,3378.66,4,4,4,444,12,0,High Value
14061.0,143,3,917.4300000000001,1,3,3,133,7,2,At Risk
14062.0,10,12,15139.35,4,4,4,444,12,0,High Value
14063.0,74,9,22710.2,2,4,4,244,10,0,High Value
14064.0,66,10,1978.68,2,4,4,244,10,0,High Value
14065.0,25,3,891.02,3,3,3,333,9,0,High Value
14068.0,239,3,1262.52,1,3,3,133,7,2,At Risk
14069.0,150,2,230.06,1,2,1,121,4,2,At Risk
14070.0,320,1,326.55,1,1,2,112,4,2,At Risk
14072.0,302,1,390.85,1,1,2,112,4,2,At Risk
14074.0,259,1,219.39999999999998,1,1,1,111,3,2,At Risk
14075.0,39,3,792.61,3,3,3,333,9,0,High Value
14077.0,31,1,115.66,3,1,1,311,5,0,High Value
14078.0,9,4,643.26,4,3,2,432,9,0,High Value
14079.0,318,1,243.63,1,1,1,111,3,2,At Risk
14080.0,49,4,1070.08,3,3,3,333,9,0,High Value
14081.0,5,9,4435.58,4,4,4,444,12,0,High Value
14082.0,28,1,231.10999999999999,3,1,1,311,5,0,High Value
14083.0,7,3,388.83,4,3,2,432,9,0,High Value
14084.0,148,1,150.5,1,1,1,111,3,2,At Risk
14085.0,4,16,5656.43,4,4,4,444,12,0,High Value
14086.0,98,1,39.95,2,1,1,211,4,0,High Value
14087.0,40,2,651.8,3,2,2,322,7,0,High Value
14088.0,42,3,13544.99,3,3,4,334,10,0,High Value
14091.0,290,2,9530.08,1,2,4,124,7,2,At Risk
14092.0,10,10,3152.54,4,4,4,444,12,0,High Value
14094.0,75,1,335.22,2,1,2,212,5,0,High Value
14095.0,358,1,2.95,1,1,1,111,3,2,At Risk
14097.0,117,2,422.85999999999996,2,2,2,222,6,0,High Value
14099.0,11,9,2661.54,4,4,4,444,12,0,High Value
14101.0,24,7,3985.14,3,4,4,344,11,0,High Value
14104.0,25,3,555.37,3,3,2,332,8,0,High Value
14105.0,44,4,4722.6,3,3,4,334,10,0,High Value
14106.0,373,1,214.79999999999998,1,1,1,111,3,2,At Risk
14107.0,84,4,2174.07,2,3,4,234,9,0,High Value
14108.0,367,2,447.05,1,2,2,122,5,2,At Risk
14110.0,71,21,7304.8,2,4,4,244,10,0,High Value
14112.0,87,6,2919.44,2,4,4,244,10,0,High Value
14113.0,11,12,5252.1900000000005,4,4,4,444,12,0,High Value
14114.0,31,5,977.5600000000001,3,3,3,333,9,0,High Value
14115.0,137,2,622.6700000000001,1,2,2,122,5,0,High Value
14118.0,64,1,458.45,2,1,2,212,5,0,High Value
14119.0,11,2,183.37,4,2,1,421,7,0,High Value
14122.0,42,3,362.42,3,3,2,332,8,0,High Value
14123.0,369,1,436.18,1,1,2,112,4,2,At Risk
14126.0,80,1,466.33000000000004,2,1,2,212,5,0,High Value
14127.0,16,3,1190.3700000000001,4,3,3,433,10,0,High Value
14128.0,187,1,286.71,1,1,1,111,3,2,At Risk
14129.0,35,4,1467.48,3,3,3,333,9,0,High Value
14130.0,11,3,1398.81,4,3,3,433,10,0,High Value
14131.0,284,1,187.87,1,1,1,111,3,2,At Risk
14133.0,369,1,305.5,1,1,1,111,3,2,At Risk
14134.0,18,15,11123.35,4,4,4,444,12,0,High Value
14135.0,3,11,4953.61,4,4,4,444,12,0,High Value
14136.0,36,5,1570.81,3,3,3,333,9,0,High Value
14137.0,331,1,332.7,1,1,2,112,4,2,At Risk
14139.0,126,3,670.98,2,3,2,232,7,0,High Value
14142.0,9,2,671.34,4,2,2,422,8,0,High Value
14144.0,122,1,30.599999999999998,2,1,1,211,4,0,High Value
14145.0,95,3,3857.85,2,3,4,234,9,0,High Value
14146.0,19,7,5259.3,3,4,4,344,11,0,High Value
14147.0,24,7,2106.8,3,4,4,344,11,0,High Value
14148.0,50,1,309.09000000000003,3,1,2,312,6,0,High Value
14151.0,309,2,679.45,1,2,2,122,5,2,At Risk
14152.0,23,5,1376.05,3,3,3,333,9,0,High Value
14153.0,119,1,233.4,2,1,1,211,4,0,High Value
14154.0,17,6,5115.08,4,4,4,444,12,0,High Value
14156.0,7,102,196566.74,4,4,4,444,12,1,Loyal
14157.0,25,3,569.9,3,3,2,332,8,0,High Value
14159.0,15,9,3245.0,4,4,4,444,12,0,High Value
14160.0,246,7,8421.47,1,4,4,144,9,2,At Risk
14161.0,5,5,2208.36,4,3,4,434,11,0,High Value
14163.0,98,1,148.71,2,1,1,211,4,0,High Value
14166.0,141,2,256.85,1,2,1,121,4,2,At Risk
14167.0,100,4,721.65,2,3,3,233,8,0,High Value
14168.0,56,2,370.45,2,2,2,222,6,0,High Value
14169.0,66,2,624.4300000000001,2,2,2,222,6,0,High Value
14170.0,11,3,597.33,4,3,2,432,9,0,High Value
14171.0,366,1,135.0,1,1,1,111,3,2,At Risk
14172.0,241,3,402.72,1,3,2,132,6,2,At Risk
14173.0,277,2,135.16,1,2,1,121,4,2,At Risk
14175.0,54,5,4456.58,2,3,4,234,9,0,High Value
14176.0,3,2,339.11,4,2,2,422,8,0,High Value
14177.0,17,9,1669.93,4,4,3,443,11,0,High Value
14180.0,8,9,1570.73,4,4,3,443,11,0,High Value
14181.0,46,2,310.55,3,2,2,322,7,0,High Value
14182.0,79,4,678.77,2,3,2,232,7,0,High Value
14183.0,47,2,286.29,3,2,1,321,6,0,High Value
14186.0,63,5,1550.63,2,3,3,233,8,0,High Value
14187.0,109,1,123.5,2,1,1,211,4,0,High Value
14189.0,4,2,1160.31,4,2,3,423,9,0,High Value
14190.0,302,1,79.9,1,1,1,111,3,2,At Risk
14191.0,30,2,132.9,3,2,1,321,6,0,High Value
14192.0,24,1,293.74,3,1,1,311,5,0,High Value
14193.0,32,1,356.8,3,1,2,312,6,0,High Value
14194.0,28,15,7321.07,3,4,4,344,11,0,High Value
14195.0,75,4,1603.6,2,3,3,233,8,0,High Value
14197.0,46,1,390.05,3,1,2,312,6,0,High Value
14198.0,36,5,868.33,3,3,3,333,9,0,High Value
14199.0,59,3,906.3,2,3,3,233,8,0,High Value
14200.0,253,1,379.2,1,1,2,112,4,2,At Risk
14201.0,45,3,446.1,3,3,2,332,8,0,High Value
14202.0,17,3,847.76,4,3,3,433,10,0,High Value
14203.0,33,1,339.34,3,1,2,312,6,0,High Value
14204.0,58,3,901.9300000000001,2,3,3,233,8,0,High Value
14205.0,30,7,1947.5,3,4,4,344,11,0,High Value
14206.0,24,2,856.85,3,2,3,323,8,0,High Value
14207.0,323,1,157.8,1,1,1,111,3,2,At Risk
14208.0,187,1,415.31,1,1,2,112,4,2,At Risk
14209.0,21,9,2919.84,3,4,4,344,11,0,High Value
14210.0,7,11,3955.6800000000003,4,4,4,444,12,0,High Value
14211.0,47,9,2161.19,3,4,4,344,11,0,High Value
14212.0,81,1,1119.6599999999999,2,1,3,213,6,0,High Value
14213.0,40,1,1192.2,3,1,3,313,7,0,High Value
14215.0,4,4,1626.61,4,3,3,433,10,0,High Value
14216.0,50,1,310.74,3,1,2,312,6,0,High Value
14217.0,2,7,1411.91,4,4,3,443,11,0,High Value
14219.0,45,2,543.89,3,2,2,322,7,0,High Value
14220.0,203,2,882.5999999999999,1,2,3,123,6,2,At Risk
14221.0,85,8,3084.69,2,4,4,244,10,0,High Value
14224.0,26,5,847.78,3,3,3,333,9,0,High Value
14225.0,70,4,2037.02,2,3,4,234,9,0,High Value
14226.0,77,1,770.34,2,1,3,213,6,0,High Value
14227.0,50,5,3017.75,3,3,4,334,10,0,High Value
14228.0,73,3,745.5,2,3,3,233,8,0,High Value
14229.0,39,4,1046.84,3,3,3,333,9,0,High Value
14230.0,71,3,979.8000000000001,2,3,3,233,8,0,High Value
14231.0,86,1,309.91,2,1,2,212,5,0,High Value
14233.0,101,3,1441.55,2,3,3,233,8,0,High Value
14235.0,134,4,1573.1299999999999,2,3,3,233,8,0,High Value
14236.0,8,4,1253.78,4,3,3,433,10,0,High Value
14237.0,9,2,471.14,4,2,2,422,8,0,High Value
14238.0,298,2,287.38,1,2,1,121,4,2,At Risk
14239.0,67,10,1882.3200000000002,2,4,4,244,10,0,High Value
14240.0,59,1,357.15,2,1,2,212,5,0,High Value
14241.0,332,1,120.0,1,1,1,111,3,2,At Risk
14243.0,1,8,4842.28,4,4,4,444,12,0,High Value
14244.0,296,1,366.41999999999996,1,1,2,112,4,2,At Risk
14247.0,40,4,635.89,3,3,2,332,8,0,High Value
14248.0,95,2,730.37,2,2,3,223,7,0,High Value
14249.0,46,12,5625.461,3,4,4,344,11,0,High Value
14252.0,17,1,350.99,4,1,2,412,7,0,High Value
14253.0,129,2,363.40000000000003,2,2,2,222,6,0,High Value
14254.0,68,1,601.03,2,1,2,212,5,0,High Value
14255.0,182,1,1000.63,1,1,3,113,5,2,At Risk
14256.0,127,3,1504.93,2,3,3,233,8,0,High Value
14257.0,16,4,2854.73,4,3,4,434,11,0,High Value
14258.0,31,16,19381.36,3,4,4,344,11,0,High Value
14260.0,107,3,824.28,2,3,3,233,8,0,High Value
14263.0,59,1,322.93,2,1,2,212,5,0,High Value
14264.0,15,4,1183.39,4,3,3,433,10,0,High Value
14265.0,100,2,843.17,2,2,3,223,7,0,High Value
14266.0,64,1,40.56,2,1,1,211,4,0,High Value
14268.0,106,1,354.85,2,1,2,212,5,0,High Value
14269.0,75,1,295.73,2,1,1,211,4,0,High Value
14271.0,45,1,106.81,3,1,1,311,5,0,High Value
14272.0,198,2,482.85,1,2,2,122,5,2,At Risk
14274.0,322,1,256.6,1,1,1,111,3,2,At Risk
14275.0,31,6,1189.3799999999999,3,4,3,343,10,0,High Value
14276.0,43,4,982.94,3,3,3,333,9,0,High Value
14277.0,47,6,13009.61,3,4,4,344,11,0,High Value
14278.0,45,1,205.83,3,1,1,311,5,0,High Value
14279.0,156,2,191.86,1,2,1,121,4,2,At Risk
14281.0,44,1,245.15,3,1,1,311,5,0,High Value
14282.0,3,11,4120.32,4,4,4,444,12,0,High Value
14283.0,99,4,628.4399999999999,2,3,2,232,7,0,High Value
14284.0,289,1,704.4,1,1,2,112,4,2,At Risk
14285.0,149,4,1374.41,1,3,3,133,7,2,At Risk
14286.0,40,4,3851.0099999999998,3,3,4,334,10,0,High Value
14290.0,49,3,2201.91,3,3,4,334,10,0,High Value
14291.0,16,12,4020.85,4,4,4,444,12,0,High Value
14292.0,46,7,4354.32,3,4,4,344,11,0,High Value
14293.0,4,6,2221.37,4,4,4,444,12,0,High Value
14294.0,43,1,375.34,3,1,2,312,6,0,High Value
14295.0,74,4,2196.71,2,3,4,234,9,0,High Value
14296.0,57,2,456.40000000000003,2,2,2,222,6,0,High Value
14298.0,11,38,39667.19,4,4,4,444,12,3,Low Value
14299.0,1,19,10533.87,4,4,4,444,12,0,High Value
14301.0,52,3,1352.04,3,3,3,333,9,0,High Value
14302.0,66,3,742.9000000000001,2,3,3,233,8,0,High Value
14303.0,43,2,277.94,3,2,1,321,6,0,High Value
14304.0,15,2,1341.56,4,2,3,423,9,0,High Value
14306.0,14,4,1058.0800000000002,4,3,3,433,10,0,High Value
14307.0,9,5,2075.31,4,3,4,434,11,0,High Value
14308.0,185,2,1147.02,1,2,3,123,6,2,At Risk
14309.0,49,2,1428.28,3,2,3,323,8,0,High Value
14310.0,68,1,492.1,2,1,2,212,5,0,High Value
14311.0,203,1,206.19,1,1,1,111,3,2,At Risk
14312.0,14,5,1478.7,4,3,3,433,10,0,High Value
14314.0,66,1,109.80000000000001,2,1,1,211,4,0,High Value
14315.0,200,2,716.69,1,2,3,123,6,2,At Risk
14316.0,58,5,1370.34,2,3,3,233,8,0,High Value
14318.0,96,1,158.02,2,1,1,211,4,0,High Value
14319.0,60,1,494.85,2,1,2,212,5,0,High Value
14320.0,182,3,868.96,1,3,3,133,7,2,At Risk
14321.0,67,2,687.3100000000001,2,2,2,222,6,0,High Value
14322.0,65,4,474.1,2,3,2,232,7,0,High Value
14324.0,45,2,701.61,3,2,2,322,7,0,High Value
14325.0,205,1,245.48000000000002,1,1,1,111,3,2,At Risk
14326.0,99,2,757.13,2,2,3,223,7,0,High Value
14327.0,18,5,1583.28,4,3,3,433,10,0,High Value
14328.0,74,1,445.05,2,1,2,212,5,0,High Value
14329.0,11,8,4912.38,4,4,4,444,12,0,High Value
14330.0,259,1,200.63,1,1,1,111,3,2,At Risk
14332.0,17,2,1077.2,4,2,3,423,9,0,High Value
14334.0,61,4,1766.27,2,3,4,234,9,0,High Value
14338.0,172,1,339.88,1,1,2,112,4,2,At Risk
14339.0,64,1,310.75,2,1,2,212,5,0,High Value
14341.0,56,10,2285.04,2,4,4,244,10,0,High Value
14342.0,68,2,249.88,2,2,1,221,5,0,High Value
14343.0,57,4,1088.91,2,3,3,233,8,0,High Value
14344.0,3,14,2443.77,4,4,4,444,12,0,High Value
14346.0,61,3,1294.17,2,3,3,233,8,0,High Value
14347.0,372,1,82.6,1,1,1,111,3,2,At Risk
14350.0,16,2,689.1,4,2,2,422,8,0,High Value
14353.0,46,2,285.9,3,2,1,321,6,0,High Value
14355.0,1,3,840.0500000000001,4,3,3,433,10,0,High Value
14358.0,25,2,400.06,3,2,2,322,7,0,High Value
14361.0,214,1,214.70999999999998,1,1,1,111,3,2,At Risk
14363.0,38,2,227.47000000000003,3,2,1,321,6,0,High Value
14365.0,30,2,634.68,3,2,2,322,7,0,High Value
14366.0,161,1,136.0,1,1,1,111,3,2,At Risk
14369.0,278,2,469.13,1,2,2,122,5,2,At Risk
14370.0,86,6,1175.78,2,4,3,243,9,0,High Value
14372.0,79,2,860.08,2,2,3,223,7,0,High Value
14374.0,177,1,108.0,1,1,1,111,3,2,At Risk
14375.0,86,2,875.31,2,2,3,223,7,0,High Value
14376.0,319,1,215.46,1,1,1,111,3,2,At Risk
14378.0,257,1,131.25,1,1,1,111,3,2,At Risk
14379.0,29,2,920.81,3,2,3,323,8,0,High Value
14380.0,318,1,48.96,1,1,1,111,3,2,At Risk
14381.0,87,1,428.65999999999997,2,1,2,212,5,0,High Value
14382.0,26,1,620.73,3,1,2,312,6,0,High Value
14384.0,136,1,58.5,2,1,1,211,4,0,High Value
14388.0,8,9,3488.16,4,4,4,444,12,0,High Value
14389.0,60,3,854.55,2,3,3,233,8,0,High Value
14390.0,8,5,1747.01,4,3,4,434,11,0,High Value
14391.0,212,1,135.6,1,1,1,111,3,2,At Risk
14392.0,68,1,266.4,2,1,1,211,4,0,High Value
14394.0,200,1,93.8,1,1,1,111,3,2,At Risk
14395.0,8,12,4700.3,4,4,4,444,12,0,High Value
14396.0,7,6,1633.94,4,4,3,443,11,0,High Value
14398.0,37,2,707.79,3,2,3,323,8,0,High Value
14399.0,30,8,2113.16,3,4,4,344,11,0,High Value
